x_0, y
1.112623, -0.181319
1.113789, -0.182674
1.114945, -0.184004
1.116091, -0.185311
1.117226, -0.186594
1.118352, -0.187855
1.119467, -0.189093
1.120572, -0.190309
1.121667, -0.191502
1.122752, -0.192675
1.123828, -0.193826
1.124893, -0.194955
1.125949, -0.196065
1.126995, -0.197154
1.128031, -0.198223
1.129058, -0.199272
1.130075, -0.200302
1.131083, -0.201313
1.132081, -0.202305
1.133070, -0.203278
1.134050, -0.204233
1.135020, -0.205171
1.135981, -0.206090
1.136933, -0.206993
1.137877, -0.207878
1.138811, -0.208746
1.139736, -0.209598
1.140652, -0.210434
1.141560, -0.211254
1.142459, -0.212057
1.143349, -0.212846
1.144230, -0.213619
1.145103, -0.214378
1.145968, -0.215122
1.146824, -0.215851
1.147672, -0.216566
1.148511, -0.217267
1.149342, -0.217954
1.150165, -0.218628
1.150980, -0.219289
1.151787, -0.219937
1.152586, -0.220572
1.153377, -0.221194
1.154160, -0.221804
1.154935, -0.222402
1.155702, -0.222988
1.156462, -0.223563
1.157214, -0.224126
1.157959, -0.224677
1.158696, -0.225218
1.159425, -0.225747
1.160148, -0.226266
1.160863, -0.226775
1.161570, -0.227273
1.162271, -0.227761
1.162964, -0.228239
1.163650, -0.228708
1.164329, -0.229167
1.165002, -0.229616
1.165667, -0.230057
1.166325, -0.230488
1.166977, -0.230911
1.167622, -0.231324
1.168260, -0.231730
1.168892, -0.232127
1.169517, -0.232515
1.170136, -0.232896
1.170748, -0.233269
1.171353, -0.233634
1.171953, -0.233991
1.172546, -0.234341
1.173133, -0.234684
1.173714, -0.235019
1.174288, -0.235348
1.174857, -0.235669
1.175419, -0.235984
1.175976, -0.236292
1.176527, -0.236594
1.177072, -0.236889
1.177611, -0.237178
1.178144, -0.237461
1.178672, -0.237738
1.179194, -0.238009
1.179710, -0.238275
1.180221, -0.238534
1.180727, -0.238789
1.181227, -0.239037
1.181722, -0.239281
1.182211, -0.239519
1.182695, -0.239752
1.183174, -0.239980
1.183648, -0.240203
1.184116, -0.240422
1.184580, -0.240636
1.185039, -0.240845
1.185492, -0.241049
1.185941, -0.241249
1.186384, -0.241445
1.186823, -0.241637
1.187258, -0.241824
1.187687, -0.242008
1.188112, -0.242187
1.188532, -0.242363
1.188947, -0.242534
1.189358, -0.242702
1.189765, -0.242866
1.190166, -0.243027
1.190564, -0.243184
1.190957, -0.243338
1.191346, -0.243488
1.191731, -0.243635
1.192111, -0.243779
1.192487, -0.243920
1.192859, -0.244057
1.193227, -0.244192
1.193590, -0.244324
1.193950, -0.244452
1.194306, -0.244578
1.194658, -0.244701
1.195005, -0.244821
1.195349, -0.244939
1.195690, -0.245054
1.196026, -0.245167
1.196359, -0.245277
1.196687, -0.245384
1.197013, -0.245489
1.197334, -0.245592
1.197652, -0.245693
1.197967, -0.245791
1.198277, -0.245887
1.198585, -0.245981
1.198889, -0.246073
1.199189, -0.246163
1.199486, -0.246251
1.199780, -0.246336
1.200071, -0.246420
1.200358, -0.246502
1.200642, -0.246583
1.200923, -0.246661
1.201200, -0.246738
1.201475, -0.246812
1.201746, -0.246886
1.202014, -0.246957
1.202279, -0.247027
1.202542, -0.247095
1.202801, -0.247162
1.203057, -0.247228
1.203311, -0.247291
1.203561, -0.247354
1.203809, -0.247415
1.204054, -0.247474
1.204296, -0.247533
1.204535, -0.247590
1.204771, -0.247645
1.205005, -0.247700
1.205236, -0.247753
1.205465, -0.247805
1.205691, -0.247855
1.205914, -0.247905
1.206135, -0.247954
1.206353, -0.248001
1.206569, -0.248047
1.206782, -0.248092
1.206993, -0.248137
1.207202, -0.248180
1.207408, -0.248222
1.207611, -0.248263
1.207813, -0.248303
1.208012, -0.248343
1.208208, -0.248381
1.208403, -0.248419
1.208595, -0.248456
1.208785, -0.248492
1.208973, -0.248527
1.209158, -0.248561
1.209342, -0.248594
1.209523, -0.248627
1.209702, -0.248659
1.209880, -0.248690
1.210055, -0.248721
1.210228, -0.248750
1.210399, -0.248780
1.210568, -0.248808
1.210735, -0.248836
1.210901, -0.248863
1.211064, -0.248889
1.211225, -0.248915
1.211385, -0.248941
1.211543, -0.248965
1.211698, -0.248990
1.211853, -0.249013
1.212005, -0.249036
1.212155, -0.249059
1.212304, -0.249081
1.212451, -0.249102
1.212596, -0.249123
1.212740, -0.249144
1.212882, -0.249164
1.213022, -0.249183
1.213161, -0.249202
1.213298, -0.249221
1.213433, -0.249239
1.213567, -0.249257
1.213700, -0.249275
1.213830, -0.249292
1.213960, -0.249308
1.214087, -0.249324
1.214213, -0.249340
1.214338, -0.249356
1.214462, -0.249371
1.214583, -0.249386
1.214704, -0.249400
1.214823, -0.249414
1.214940, -0.249428
1.215057, -0.249441
1.215172, -0.249454
1.215285, -0.249467
1.215397, -0.249480
1.215508, -0.249492
1.215618, -0.249504
1.215726, -0.249516
1.215833, -0.249527
1.215939, -0.249538
1.216043, -0.249549
1.216147, -0.249560
1.216249, -0.249570
1.216350, -0.249580
1.216449, -0.249590
1.216548, -0.249600
1.216645, -0.249609
1.216742, -0.249618
1.216837, -0.249627
1.216931, -0.249636
1.217024, -0.249645
1.217115, -0.249653
1.217206, -0.249661
1.217296, -0.249669
1.217384, -0.249677
1.217472, -0.249684
1.217558, -0.249692
1.217644, -0.249699
1.217728, -0.249706
1.217812, -0.249713
1.217894, -0.249720
1.217976, -0.249727
1.218056, -0.249733
1.218136, -0.249739
1.218215, -0.249745
1.218292, -0.249751
1.218369, -0.249757
1.218445, -0.249763
1.218520, -0.249769
1.218594, -0.249774
1.218667, -0.249779
1.218740, -0.249785
1.218811, -0.249790
1.218882, -0.249795
1.218952, -0.249800
1.219021, -0.249804
1.219089, -0.249809
1.219156, -0.249813
1.219223, -0.249818
1.219289, -0.249822
1.219354, -0.249826
1.219418, -0.249830
1.219482, -0.249835
1.219544, -0.249838
1.219606, -0.249842
1.219668, -0.249846
1.219728, -0.249850
1.219788, -0.249853
1.219847, -0.249857
1.219906, -0.249860
1.219963, -0.249863
1.220020, -0.249867
1.220077, -0.249870
1.220132, -0.249873
1.220188, -0.249876
1.220242, -0.249879
1.220296, -0.249882
1.220349, -0.249884
1.220401, -0.249887
1.220453, -0.249890
1.220504, -0.249892
1.220555, -0.249895
1.220605, -0.249898
1.220654, -0.249900
1.220703, -0.249902
1.220751, -0.249905
1.220799, -0.249907
1.220846, -0.249909
1.220893, -0.249911
1.220939, -0.249913
1.220984, -0.249915
1.221029, -0.249917
1.221074, -0.249919
1.221117, -0.249921
1.221161, -0.249923
1.221204, -0.249925
1.221246, -0.249927
1.221288, -0.249928
1.221329, -0.249930
1.221370, -0.249932
1.221410, -0.249933
1.221450, -0.249935
1.221489, -0.249937
1.221528, -0.249938
1.221567, -0.249940
1.221605, -0.249941
1.221642, -0.249942
1.221679, -0.249944
1.221716, -0.249945
1.221752, -0.249946
1.221788, -0.249948
1.221823, -0.249949
1.221858, -0.249950
1.221893, -0.249951
1.221927, -0.249952
1.221961, -0.249954
1.221994, -0.249955
1.222027, -0.249956
1.222059, -0.249957
1.222091, -0.249958
1.222123, -0.249959
1.222155, -0.249960
1.222186, -0.249961
1.222216, -0.249962
1.222246, -0.249963
1.222276, -0.249964
1.222306, -0.249964
1.222335, -0.249965
1.222364, -0.249966
1.222392, -0.249967
1.222420, -0.249968
1.222448, -0.249968
1.222476, -0.249969
1.222503, -0.249970
1.222530, -0.249971
1.222556, -0.249971
1.222582, -0.249972
1.222608, -0.249973
1.222634, -0.249973
1.222659, -0.249974
1.222684, -0.249975
1.222709, -0.249975
1.222733, -0.249976
1.222757, -0.249976
1.222781, -0.249977
1.222805, -0.249977
1.222828, -0.249978
1.222851, -0.249979
1.222873, -0.249979
1.222896, -0.249980
1.222918, -0.249980
1.222940, -0.249980
1.222961, -0.249981
1.222983, -0.249981
1.223004, -0.249982
1.223025, -0.249982
1.223045, -0.249983
1.223066, -0.249983
1.223086, -0.249984
1.223106, -0.249984
1.223125, -0.249984
1.223145, -0.249985
1.223164, -0.249985
1.223183, -0.249985
1.223202, -0.249986
1.223220, -0.249986
1.223238, -0.249986
1.223256, -0.249987
1.223274, -0.249987
1.223292, -0.249987
1.223309, -0.249988
1.223326, -0.249988
1.223343, -0.249988
1.223360, -0.249989
1.223377, -0.249989
1.223393, -0.249989
1.223409, -0.249989
1.223425, -0.249990
1.223441, -0.249990
1.223457, -0.249990
1.223472, -0.249990
1.223487, -0.249991
1.223503, -0.249991
1.223517, -0.249991
1.223532, -0.249991
1.223547, -0.249991
1.223561, -0.249992
1.223575, -0.249992
1.223589, -0.249992
1.223603, -0.249992
1.223617, -0.249992
1.223630, -0.249993
1.223644, -0.249993
1.223657, -0.249993
1.223670, -0.249993
1.223683, -0.249993
1.223695, -0.249993
1.223708, -0.249994
1.223720, -0.249994
1.223733, -0.249994
1.223745, -0.249994
1.223757, -0.249994
1.223769, -0.249994
1.223780, -0.249994
1.223792, -0.249995
1.223803, -0.249995
1.223815, -0.249995
1.223826, -0.249995
1.223837, -0.249995
1.223848, -0.249995
1.223858, -0.249995
1.223869, -0.249995
1.223880, -0.249996
1.223890, -0.249996
1.223900, -0.249996
1.223910, -0.249996
1.223920, -0.249996
1.223930, -0.249996
1.223940, -0.249996
1.223950, -0.249996
1.223959, -0.249996
1.223969, -0.249996
1.223978, -0.249996
1.223987, -0.249997
1.223996, -0.249997
1.224005, -0.249997
1.224014, -0.249997
1.224023, -0.249997
1.224031, -0.249997
1.224040, -0.249997
1.224048, -0.249997
1.224057, -0.249997
1.224065, -0.249997
1.224073, -0.249997
1.224081, -0.249997
1.224089, -0.249997
1.224097, -0.249997
1.224105, -0.249998
1.224113, -0.249998
1.224120, -0.249998
1.224128, -0.249998
1.224135, -0.249998
1.224142, -0.249998
1.224150, -0.249998
1.224157, -0.249998
1.224164, -0.249998
1.224171, -0.249998
1.224178, -0.249998
1.224184, -0.249998
1.224191, -0.249998
1.224198, -0.249998
1.224204, -0.249998
1.224211, -0.249998
1.224217, -0.249998
1.224224, -0.249998
1.224230, -0.249998
1.224236, -0.249998
1.224242, -0.249998
1.224248, -0.249999
1.224254, -0.249999
1.224260, -0.249999
1.224266, -0.249999
1.224271, -0.249999
1.224277, -0.249999
1.224283, -0.249999
1.224288, -0.249999
1.224294, -0.249999
1.224299, -0.249999
1.224305, -0.249999
1.224310, -0.249999
1.224315, -0.249999
1.224320, -0.249999
1.224325, -0.249999
1.224330, -0.249999
1.224335, -0.249999
1.224340, -0.249999
1.224345, -0.249999
1.224350, -0.249999
1.224355, -0.249999
1.224359, -0.249999
1.224364, -0.249999
1.224368, -0.249999
1.224373, -0.249999
1.224377, -0.249999
1.224382, -0.249999
1.224386, -0.249999
1.224391, -0.249999
1.224395, -0.249999
1.224399, -0.249999
1.224403, -0.249999
1.224407, -0.249999
1.224411, -0.249999
1.224415, -0.249999
1.224419, -0.249999
1.224423, -0.249999
1.224427, -0.249999
1.224431, -0.249999
1.224435, -0.249999
1.224438, -0.249999
1.224442, -0.249999
1.224446, -0.249999
1.224449, -0.249999
1.224453, -0.249999
1.224456, -0.250000
1.224460, -0.250000
1.224463, -0.250000
1.224466, -0.250000
1.224470, -0.250000
1.224473, -0.250000
1.224476, -0.250000
1.224480, -0.250000
1.224483, -0.250000
1.224486, -0.250000
1.224489, -0.250000
1.224492, -0.250000
1.224495, -0.250000
1.224498, -0.250000
1.224501, -0.250000
1.224504, -0.250000
1.224507, -0.250000
1.224510, -0.250000
1.224513, -0.250000
1.224515, -0.250000
1.224518, -0.250000
1.224521, -0.250000
1.224524, -0.250000
1.224526, -0.250000
1.224529, -0.250000
1.224531, -0.250000
1.224534, -0.250000
1.224537, -0.250000
1.224539, -0.250000
1.224541, -0.250000
1.224544, -0.250000
1.224546, -0.250000
1.224549, -0.250000
1.224551, -0.250000
1.224553, -0.250000
1.224556, -0.250000
1.224558, -0.250000
1.224560, -0.250000
1.224562, -0.250000
1.224565, -0.250000
1.224567, -0.250000
1.224569, -0.250000
1.224571, -0.250000
1.224573, -0.250000
1.224575, -0.250000
1.224577, -0.250000
1.224579, -0.250000
1.224581, -0.250000
1.224583, -0.250000
1.224585, -0.250000
1.224587, -0.250000
1.224589, -0.250000
1.224591, -0.250000
1.224593, -0.250000
1.224594, -0.250000
1.224596, -0.250000
1.224598, -0.250000
1.224600, -0.250000
1.224602, -0.250000
1.224603, -0.250000
1.224605, -0.250000
1.224607, -0.250000
1.224608, -0.250000
1.224610, -0.250000
1.224612, -0.250000
1.224613, -0.250000
1.224615, -0.250000
1.224616, -0.250000
1.224618, -0.250000
1.224619, -0.250000
1.224621, -0.250000
1.224622, -0.250000
1.224624, -0.250000
1.224625, -0.250000
1.224627, -0.250000
1.224628, -0.250000
1.224630, -0.250000
1.224631, -0.250000
1.224632, -0.250000
1.224634, -0.250000
1.224635, -0.250000
1.224636, -0.250000
1.224638, -0.250000
1.224639, -0.250000
1.224640, -0.250000
1.224641, -0.250000
1.224643, -0.250000
1.224644, -0.250000
1.224645, -0.250000
1.224646, -0.250000
1.224647, -0.250000
1.224649, -0.250000
1.224650, -0.250000
1.224651, -0.250000
1.224652, -0.250000
1.224653, -0.250000
1.224654, -0.250000
1.224655, -0.250000
1.224656, -0.250000
1.224657, -0.250000
1.224659, -0.250000
1.224660, -0.250000
1.224661, -0.250000
1.224662, -0.250000
1.224663, -0.250000
1.224664, -0.250000
1.224665, -0.250000
1.224666, -0.250000
1.224666, -0.250000
1.224667, -0.250000
1.224668, -0.250000
1.224669, -0.250000
1.224670, -0.250000
1.224671, -0.250000
1.224672, -0.250000
1.224673, -0.250000
1.224674, -0.250000
1.224675, -0.250000
1.224675, -0.250000
1.224676, -0.250000
1.224677, -0.250000
1.224678, -0.250000
1.224679, -0.250000
1.224679, -0.250000
1.224680, -0.250000
1.224681, -0.250000
1.224682, -0.250000
1.224683, -0.250000
1.224683, -0.250000
1.224684, -0.250000
1.224685, -0.250000
1.224685, -0.250000
